Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,154.500000,154.809998,153.539993,154.250000,132.039154,4202500
2018-01-03,157.339996,159.809998,156.330002,158.490005,135.668625,9441600
2018-01-04,159.649994,162.320007,159.369995,161.699997,138.416412,7556200
2018-01-05,162.440002,162.899994,161.100006,162.490005,139.092651,5195800
2018-01-08,162.660004,163.910004,161.699997,163.470001,139.931534,5237500
2018-01-09,163.899994,164.529999,163.059998,163.830002,140.239685,4341800
2018-01-10,162.910004,164.330002,162.500000,164.179993,140.539291,4174100
2018-01-11,164.800003,164.940002,163.300003,164.199997,140.556442,3794500
2018-01-12,164.020004,164.740005,163.029999,163.139999,139.649033,5031900
2018-01-16,165.100006,165.289993,163.350006,163.850006,140.256821,7794200
2018-01-17,168.009995,169.130005,167.259995,168.649994,144.365646,11710000
2018-01-18,170.000000,171.130005,168.149994,169.119995,144.767975,14259300
2018-01-19,164.460007,165.399994,161.300003,162.369995,138.989914,21172500
2018-01-22,161.509995,163.979996,161.110001,162.600006,139.186813,8480800
2018-01-23,162.820007,166.259995,162.509995,166.250000,142.311234,7466200
2018-01-24,166.750000,168.720001,164.820007,165.369995,141.557938,5645000
2018-01-25,165.910004,166.779999,165.190002,165.470001,141.643539,3302500
2018-01-26,166.119995,167.410004,165.789993,167.339996,143.244263,3787900
2018-01-29,167.449997,168.389999,166.009995,166.800003,142.782043,3517000
2018-01-30,166.210007,166.770004,163.160004,163.619995,140.059937,4902300
2018-01-31,163.750000,164.990005,162.759995,163.699997,140.128418,4072800
2018-02-01,163.190002,164.130005,161.899994,162.399994,139.015610,4434200
2018-02-02,161.699997,162.000000,158.869995,159.029999,136.130844,5251900
2018-02-05,157.889999,158.500000,150.000000,152.529999,130.566818,8746600
2018-02-06,150.289993,155.490005,149.110001,155.339996,132.972183,9867700
2018-02-07,154.169998,155.339996,153.279999,153.850006,131.696747,6149200
2018-02-08,152.479996,153.160004,147.500000,147.589996,127.582039,6779100
2018-02-09,148.600006,150.539993,144.399994,149.509995,129.241745,7828300
2018-02-12,150.899994,152.399994,150.300003,151.399994,130.875504,5881400
2018-02-13,150.899994,151.179993,149.639999,150.750000,130.313644,4891000
2018-02-14,150.190002,155.000000,150.000000,154.759995,133.780045,5479000
2018-02-15,155.500000,156.860001,153.699997,156.009995,134.860580,5623600
2018-02-16,155.710007,157.789993,155.690002,156.179993,135.007523,4282900
2018-02-20,155.789993,155.960007,153.869995,155.160004,134.125824,4489600
2018-02-21,155.429993,156.789993,153.899994,153.960007,133.088486,3728600
2018-02-22,154.500000,155.039993,152.789993,153.179993,132.414215,4024600
2018-02-23,154.300003,155.850006,154.070007,155.520004,134.437012,3256100
2018-02-26,155.809998,158.880005,155.509995,158.580002,137.082169,3610300
2018-02-27,158.460007,159.779999,156.529999,156.550003,135.327393,4237300
2018-02-28,157.500000,158.139999,155.800003,155.830002,134.704971,3803500
2018-03-01,155.529999,156.970001,152.789993,153.809998,132.958817,4039300
2018-03-02,152.789993,154.759995,151.880005,154.490005,133.546661,3261100
2018-03-05,154.119995,157.490005,153.750000,156.949997,135.673126,3670600
2018-03-06,157.279999,157.889999,155.160004,155.720001,134.609879,3685700
2018-03-07,155.000000,158.830002,154.729996,158.320007,136.857422,4607700
2018-03-08,159.000000,159.570007,155.070007,156.210007,135.033478,6455600
2018-03-09,157.470001,159.580002,157.300003,159.309998,137.713226,5022200
2018-03-12,159.639999,161.020004,158.869995,160.259995,138.534393,5063500
2018-03-13,160.089996,162.110001,158.809998,159.320007,137.721863,4185600
2018-03-14,160.169998,160.679993,157.740005,158.119995,136.684555,3631800
2018-03-15,158.710007,161.250000,158.520004,159.610001,137.972519,3870600
2018-03-16,160.059998,161.979996,159.639999,160.259995,138.534393,9262700
2018-03-19,159.710007,159.889999,156.449997,157.350006,136.018906,5482000
2018-03-20,157.520004,157.929993,155.289993,156.199997,135.024811,4336700
2018-03-21,156.570007,158.199997,155.919998,156.690002,135.448380,3482200
2018-03-22,155.000000,155.250000,152.000000,152.089996,131.471985,4746300
2018-03-23,152.250000,152.580002,148.539993,148.889999,128.705811,4440900
2018-03-26,151.210007,153.660004,150.279999,153.369995,132.578461,4103900
2018-03-27,153.949997,154.869995,151.160004,151.910004,131.316391,3883700
2018-03-28,152.070007,153.860001,151.889999,152.520004,131.843735,3664800
2018-03-29,153.070007,153.889999,151.080002,153.429993,132.630325,3420000
2018-04-02,153.339996,153.380005,148.429993,150.070007,129.725815,5150400
2018-04-03,150.800003,151.000000,148.300003,149.850006,129.535660,4135700
2018-04-04,147.889999,154.470001,147.449997,154.119995,133.226791,4805300
2018-04-05,154.440002,154.919998,153.339996,154.029999,133.148972,3185400
2018-04-06,153.460007,153.949997,149.539993,150.570007,130.158066,3672900
2018-04-09,151.800003,154.660004,151.740005,152.690002,131.990646,4413200
